transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2021-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,25056.0,0.0
2021-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,29467.0,0.0
2021-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,14920.0,0.0
2021-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,12361.0,0.0
2021-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,13483.0,139.445
2021-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,12361.0,0.0
2021-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,14920.0,0.0
2021-01-13,JPM,"LAKE, MARIANNE",Executive Vice President,Restricted Stock Units,D,21261.0,0.0
2021-01-13,JPM,"LAKE, MARIANNE",Executive Vice President,Restricted Stock Units,D,17038.0,0.0
2021-01-13,JPM,"LAKE, MARIANNE",Executive Vice President,Common Stock,D,19335.0,139.445
2021-01-13,JPM,"LAKE, MARIANNE",Executive Vice President,Common Stock,A,17038.0,0.0
2021-01-13,JPM,"LAKE, MARIANNE",Executive Vice President,Common Stock,A,21261.0,0.0
2021-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,4663.0,0.0
2021-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,2450.0,0.0
2021-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,2759.0,139.445
2021-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,2450.0,0.0
2021-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,4663.0,0.0
2020-12-31,JPM,"RAYMOND, LEE R",Director,Common Stock,A,373.8097,127.07
2020-12-31,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,226.2532,127.07
2020-12-31,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,255.7645,127.07
2020-12-31,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,314.7871,127.07
2020-12-31,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,304.95,127.07
2020-12-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,363.9726,127.07
2020-11-24,JPM,"LAKE, MARIANNE",Executive Vice President,Common Stock,D,15808.0,120.01
2020-10-26,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,D,2281.0,100.9763
2020-10-26,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,D,3297.0,101.109
2020-10-26,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,1971.0,0.0
2020-10-25,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,D,2365.0,103.69
2020-10-25,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,D,1857.0,0.0
2020-10-25,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,5928.0,103.69
2020-10-25,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,11138.0,0.0
2020-10-25,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,D,2790.0,0.0
2020-10-25,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,11138.0,0.0
2020-10-25,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,D,3458.0,103.69
2020-10-25,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,A,6497.0,0.0
2020-10-25,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Restricted Stock Units,D,6497.0,0.0
2020-10-25,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,A,2790.0,0.0
2020-10-25,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,A,1857.0,0.0
2020-10-14,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,276725.0,101.0125
2020-10-14,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,10000.0,0.0
2020-10-14,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,A,75000.0,44.29
2020-10-14,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,D,52679.0,101.0125
2020-10-14,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Stock Appreciation Rights,D,75000.0,0.0
2020-10-14,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,367377.0,47.73
2020-10-14,JPM,"DIMON, JAMES","Director, Chairman & CEO",Stock Appreciation Rights,D,367377.0,0.0
2020-10-14,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,D,10000.0,0.0
2020-09-30,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,337.5922,96.27
2020-09-30,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,402.5138,96.27
2020-09-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,506.3883,96.27
2020-09-30,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,441.4667,96.27
2020-09-30,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,298.6392,96.27
2020-09-30,JPM,"RAYMOND, LEE R",Director,Common Stock,A,519.3726,96.27
2020-07-15,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,24554.0,99.5242
2020-06-30,JPM,"RAYMOND, LEE R",Director,Common Stock,A,504.9968,94.06
2020-06-30,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,425.2605,94.06
2020-06-30,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,397.9515,94.06
2020-06-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,491.7074,94.06
2020-06-30,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,144.4308,94.06
2020-06-30,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,345.5241,94.06
2020-05-14,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,27588.0,0.0
2020-05-13,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,123339.0,0.0
2020-05-12,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,10876.0,0.0
2020-05-12,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,10876.0,0.0
2020-05-04,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,150927.0,0.0
2020-04-16,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,75000.0,87.9861
2020-04-15,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,13027.0,91.1247
2020-03-31,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,360.9908,90.03
2020-03-31,JPM,"JACKSON, LABAN",Director,Common Stock,A,499.8334,90.03
2020-03-31,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,499.8334,90.03
2020-03-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,569.2547,90.03
2020-03-31,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,402.6436,90.03
2020-03-31,JPM,"RAYMOND, LEE R",Director,Common Stock,A,583.139,90.03
2020-03-25,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Performance Share Units,D,20508.8894,0.0
2020-03-25,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,A,104977.2108,0.0
2020-03-25,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,53696.2108,89.845
2020-03-25,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Performance Share Units,D,104977.2108,0.0
2020-03-25,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,A,20508.8894,0.0
2020-03-25,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,D,9639.8894,89.845
2020-03-25,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,58959.3251,0.0
2020-03-25,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,31378.3251,89.845
2020-03-25,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Performance Share Units,D,58959.3251,0.0
2020-03-25,JPM,"LAKE, MARIANNE",Executive Vice President,Common Stock,A,67587.5806,0.0
2020-03-25,JPM,"LAKE, MARIANNE",Executive Vice President,Common Stock,D,35970.5806,89.845
2020-03-25,JPM,"LAKE, MARIANNE",Executive Vice President,Performance Share Units,D,67587.5806,0.0
2020-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,41703.8155,0.0
2020-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,22194.8155,89.845
2020-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Performance Share Units,D,41703.8155,0.0
2020-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,104977.2108,0.0
2020-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,55869.2108,89.845
2020-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Performance Share Units,D,104977.2108,0.0
2020-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,59429.9014,0.0
2020-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,30047.9014,89.845
2020-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Performance Share Units,D,59429.9014,0.0
2020-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,412233.6638,0.0
2020-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,219391.6638,89.845
2020-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Performance Share Units,D,412233.6638,0.0
2020-03-17,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Performance Share Units,A,102548.7923,0.0
2020-03-17,JPM,"BACON, ASHLEY",Chief Risk Officer,Performance Share Units,A,59429.9014,0.0
2020-03-17,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Performance Share Units,A,58959.3251,0.0
2020-03-17,JPM,"FRIEDMAN, STACEY",General Counsel,Performance Share Units,A,41703.8155,0.0
2020-03-17,JPM,"DIMON, JAMES","Director, Chairman & CEO",Performance Share Units,A,412233.6638,0.0
2020-03-17,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Performance Share Units,A,104977.2108,0.0
2020-03-17,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Performance Share Units,A,104977.2108,0.0
2020-03-17,JPM,"LAKE, MARIANNE",Executive Vice President,Performance Share Units,A,67587.5806,0.0
2020-02-12,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,14500.0,0.0
2020-02-04,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,D,15212.0,135.7192
2020-01-27,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,62085.0,131.9442
2020-01-21,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,A,14741.0,0.0
2020-01-21,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,A,25113.0,0.0
2020-01-21,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,A,8644.0,0.0
2020-01-21,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Restricted Stock Units,A,26860.0,0.0
2020-01-21,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Restricted Stock Units,A,20382.0,0.0
2020-01-21,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Restricted Stock Units,A,47496.0,0.0
2020-01-21,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Restricted Stock Units,A,61613.0,0.0
2020-01-21,JPM,"RAYMOND, LEE R",Director,Common Stock,A,1819.7699,137.38
2020-01-21,JPM,"BAMMANN, LINDA",Director,Common Stock,A,1819.7699,137.38
2020-01-21,JPM,"BELL, JAMES A",Director,Common Stock,A,1819.7699,137.38
2020-01-21,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,1819.7699,137.38
2020-01-21,JPM,"SCHER, PETER",Executive Vice President,Restricted Stock Units,A,11793.0,0.0
2020-01-21,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,1819.7699,137.38
2020-01-21,JPM,"JACKSON, LABAN",Director,Common Stock,A,1819.7699,137.38
2020-01-21,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,1819.7699,137.38
2020-01-21,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,1819.7699,137.38
2020-01-21,JPM,"CROWN, JAMES S",Director,Common Stock,A,1819.7699,137.38
2020-01-21,JPM,"COMBS, TODD A.",Director,Common Stock,A,1819.7699,137.38
2020-01-21,JPM,"LAKE, MARIANNE",Executive Vice President,Restricted Stock Units,A,31883.0,0.0
2020-01-21,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,A,14559.0,0.0
2020-01-21,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,A,23476.0,0.0
2020-01-21,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,A,44221.0,0.0
2020-01-15,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,169101.0,0.0
2020-01-15,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,169101.0,0.0
2020-01-15,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,"Preferred Stock, Series HH",A,51000.0,100.0
2020-01-15,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,14600.0,136.3872
2020-01-15,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,11800.0,137.0418
2020-01-15,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,D,3015.0,137.1026
2020-01-15,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,6441.0,137.0984
2020-01-15,JPM,"LAKE, MARIANNE",Executive Vice President,Common Stock,D,9415.0,137.1031
2020-01-15,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,29597.0,137.114
2020-01-15,JPM,"SCHER, PETER",Executive Vice President,Common Stock,D,21949.0,137.1089
2020-01-15,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,D,8312.0,137.0476
2020-01-15,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,2950.0,137.0278
2020-01-15,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,25558.0,137.1082
2020-01-15,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,D,1766.0,136.4775
2020-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,32493.0,0.0
2020-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,12909.0,0.0
2020-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,18250.0,0.0
2020-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Restricted Stock Units,D,8909.0,0.0
2020-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,12909.0,0.0
2020-01-13,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,D,3029.0,0.0
2020-01-13,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,D,1891.0,0.0
2020-01-13,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,A,1891.0,0.0
2020-01-13,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,A,3029.0,0.0
2020-01-13,JPM,"LAKE, MARIANNE",Executive Vice President,Restricted Stock Units,D,17038.0,0.0
2020-01-13,JPM,"LAKE, MARIANNE",Executive Vice President,Restricted Stock Units,D,20920.0,0.0
2020-01-13,JPM,"LAKE, MARIANNE",Executive Vice President,Common Stock,D,19128.0,136.4775
2020-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Restricted Stock Units,D,18250.0,0.0
2020-01-13,JPM,"SCHER, PETER",Executive Vice President,Common Stock,A,13354.0,0.0
2020-01-13,JPM,"SCHER, PETER",Executive Vice President,Common Stock,A,5568.0,0.0
2020-01-13,JPM,"SCHER, PETER",Executive Vice President,Common Stock,D,7960.0,136.4775
2020-01-13,JPM,"SCHER, PETER",Executive Vice President,Restricted Stock Units,D,13354.0,0.0
2020-01-13,JPM,"SCHER, PETER",Executive Vice President,Restricted Stock Units,D,5568.0,0.0
2020-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,A,8909.0,0.0
2020-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,A,5935.0,0.0
2020-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,D,6532.0,136.4775
2020-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Restricted Stock Units,D,5935.0,0.0
2020-01-13,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,D,5968.0,136.4775
2020-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,15033.0,0.0
2020-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,16652.0,136.4775
2020-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Restricted Stock Units,D,15033.0,0.0
2020-01-13,JPM,"LAKE, MARIANNE",Executive Vice President,Common Stock,A,20920.0,0.0
2020-01-13,JPM,"LAKE, MARIANNE",Executive Vice President,Common Stock,A,17038.0,0.0
2020-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,D,14561.0,0.0
2020-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,D,18395.0,0.0
2020-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,15563.0,136.4775
2020-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,14561.0,0.0
2020-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,18395.0,0.0
2020-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,D,25056.0,0.0
2020-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,12388.0,136.4775
2020-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,12361.0,0.0
2020-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,D,32493.0,0.0
2020-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,29567.0,136.4775
2020-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,25056.0,0.0
2020-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,12361.0,0.0
2020-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,4273.0,0.0
2020-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,2450.0,0.0
2020-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,2608.0,136.4775
2020-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,4273.0,0.0
2020-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,2450.0,0.0
2020-01-13,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,A,12696.0,0.0
2020-01-13,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Restricted Stock Units,D,12696.0,0.0
2020-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,11573.0,0.0
2020-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,5011.0,0.0
2020-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,7765.0,136.4775
2020-01-13,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,11573.0,0.0
2020-01-13,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,5011.0,0.0
2020-01-13,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,A,32493.0,0.0
2020-01-13,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,A,25724.0,0.0
2020-01-13,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,28717.0,136.4775
2020-01-13,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Restricted Stock Units,D,32493.0,0.0
2020-01-13,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Restricted Stock Units,D,25724.0,0.0
2019-12-31,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,260.043,139.4
2019-12-31,JPM,"JACKSON, LABAN",Director,Common Stock,A,340.7461,139.4
2019-12-31,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,340.7461,139.4
2019-12-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,385.5811,139.4
2019-12-31,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,233.142,139.4
2019-12-31,JPM,"RAYMOND, LEE R",Director,Common Stock,A,394.5481,139.4
2019-11-08,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,72849.0,129.825
2019-11-08,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Stock Appreciation Rights,D,104063.0,0.0
2019-11-08,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,104063.0,46.58
2019-11-07,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,D,64198.0,130.9059
2019-11-06,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,75000.0,46.58
2019-11-06,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Stock Appreciation Rights,D,75000.0,0.0
2019-11-06,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,52564.0,129.21
2019-11-05,JPM,"BACON, ASHLEY",Chief Risk Officer,Stock Appreciation Rights,D,11249.0,0.0
2019-11-05,JPM,"BACON, ASHLEY",Chief Risk Officer,Stock Appreciation Rights,D,10000.0,0.0
2019-11-05,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,2.0,4.33
2019-11-05,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,11249.0,35.61
2019-11-05,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,19400.0,0.0
2019-11-05,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,35768.0,129.57
2019-11-05,JPM,"BACON, ASHLEY",Chief Risk Officer,Stock Appreciation Rights,D,31381.0,0.0
2019-11-05,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,31381.0,46.58
2019-11-05,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,10000.0,44.29
2019-11-01,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,30.0,4.51
2019-11-01,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,D,32.0,4.51
2019-10-30,JPM,"RAYMOND, LEE R",Director,"Preferred Stock, Series I",D,458.0,1000.0
2019-10-28,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,D,863.0,126.7266
2019-10-28,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,D,4594.0,126.7802
2019-10-25,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,A,6497.0,0.0
2019-10-25,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,A,3003.0,0.0
2019-10-25,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,D,1857.0,0.0
2019-10-25,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,D,2790.0,0.0
2019-10-25,JPM,"SCHER, PETER",Executive Vice President,Common Stock,A,4004.0,0.0
2019-10-25,JPM,"SCHER, PETER",Executive Vice President,Common Stock,D,1888.0,125.7
2019-10-25,JPM,"SCHER, PETER",Executive Vice President,Restricted Stock Units,D,4004.0,0.0
2019-10-25,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,11138.0,0.0
2019-10-25,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,5928.0,125.7
2019-10-25,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,11138.0,0.0
2019-10-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,3003.0,0.0
2019-10-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,1599.0,125.7
2019-10-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,3003.0,0.0
2019-10-25,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,D,1537.0,125.7
2019-10-25,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Common Stock,D,3324.0,125.7
2019-10-25,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Restricted Stock Units,D,3003.0,0.0
2019-10-25,JPM,"PIEPSZAK, JENNIFER",Chief Financial Officer,Restricted Stock Units,D,6497.0,0.0
2019-10-25,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,A,2790.0,0.0
2019-10-25,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,A,1857.0,0.0
2019-10-25,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,D,945.0,125.7
2019-10-25,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,D,1420.0,125.7
2019-10-24,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,2016.0,0.0
2019-10-24,JPM,"JPMORGAN, CHASE &AMP; CO","10% Owner, Director by Deputization",Series B-1 Cumulative Convertible Preferred Stock,A,873378.0,
2019-10-23,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,16000.0,124.6485
2019-10-22,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,1612.0,0.0
2019-10-18,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,D,56109.0,120.44
2019-10-18,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Stock Appreciation Rights,D,85000.0,0.0
2019-10-18,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,A,85000.0,43.2
2019-10-17,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,D,53000.0,120.5132
2019-10-16,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,75000.0,46.58
2019-10-16,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,83289.0,119.9783
2019-10-16,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Stock Appreciation Rights,D,75000.0,0.0
2019-10-16,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,53534.0,120.0
2019-10-16,JPM,"SCHER, PETER",Executive Vice President,Stock Appreciation Rights,D,33996.0,0.0
2019-10-16,JPM,"SCHER, PETER",Executive Vice President,Common Stock,D,22941.0,120.0
2019-10-16,JPM,"SCHER, PETER",Executive Vice President,Common Stock,A,33996.0,46.58
2019-10-16,JPM,"DIMON, JAMES","Director, Chairman & CEO",Stock Appreciation Rights,D,563562.0,0.0
2019-10-16,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,394837.0,120.0
2019-10-16,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,563562.0,43.2
2019-09-30,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,276.1492,117.69
2019-09-30,JPM,"RAYMOND, LEE R",Director,Common Stock,A,382.3604,117.69
2019-09-30,JPM,"JACKSON, LABAN",Director,Common Stock,A,318.6337,117.69
