transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2012-10-05,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,A,16.0,10.52
2012-09-30,JPM,"COTE, DAVID M",Director,Common Stock,A,463.1917,40.48
2012-09-30,JPM,"JACKSON, LABAN",Director,Common Stock,A,864.6245,40.48
2012-09-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,463.1917,40.48
2012-09-30,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,555.83,40.48
2012-09-30,JPM,"RAYMOND, LEE R",Director,Common Stock,A,555.83,40.48
2012-09-30,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,463.1917,40.48
2012-09-30,JPM,"CROWN, JAMES S",Director,Common Stock,A,802.8656,40.48
2012-09-30,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,617.5889,40.48
2012-09-14,JPM,"PETNO, DOUGLAS B",Managing Director,Common Stock,D,15337.0,42.0022
2012-09-12,JPM,"PETNO, DOUGLAS B",Managing Director,Common Stock,D,15337.0,40.0377
2012-08-21,JPM,"PETNO, DOUGLAS B",Managing Director,Common Stock,D,15337.0,38.0014
2012-08-15,JPM,"STALEY, JAMES E",Managing Director,Common Stock,D,30000.0,37.2638
2012-08-15,JPM,"BISIGNANO, FRANK",Co-Chief Operating Officer,Common Stock,D,2323.0,0.0
2012-08-06,JPM,"PETNO, DOUGLAS B",Managing Director,Common Stock,D,15338.0,36.2419
2012-07-24,JPM,"BISIGNANO, FRANK",Chief Administrative Officer;,Common Stock,D,2000.0,0.0
2012-07-23,JPM,"STALEY, JAMES E",Managing Director,Common Stock,A,131882.0,0.0
2012-07-23,JPM,"STALEY, JAMES E",Managing Director,Common Stock,D,131882.0,0.0
2012-07-20,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,A,7000.0,0.0
2012-07-20,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,15000.0,34.0179
2012-07-20,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,D,7000.0,0.0
2012-07-20,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,250000.0,34.0179
2012-07-19,JPM,"DIMON, JAMES","Director, Chairman & CEO","Preferred Stock, Series I",D,4234.0,1110.0
2012-07-19,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,A,5500.0,0.0
2012-07-19,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,D,5500.0,0.0
2012-07-19,JPM,"DIMON, JAMES","Director, Chairman & CEO","Preferred Stock, Series I",D,1770.0,1110.0
2012-07-19,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,50000.0,34.4292
2012-07-19,JPM,"DIMON, JAMES","Director, Chairman & CEO","Preferred Stock, Series I",D,2793.0,1110.0
2012-07-19,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,75000.0,34.4549
2012-07-19,JPM,"DIMON, JAMES","Director, Chairman & CEO","Preferred Stock, Series I",D,1494.0,1110.0
2012-07-19,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,110000.0,34.4292
2012-07-19,JPM,"DIMON, JAMES","Director, Chairman & CEO","Preferred Stock, Series I",D,1851.0,1110.0
2012-07-17,JPM,"BISIGNANO, FRANK",Chief Administrative Officer;,Common Stock,D,3000.0,35.4
2012-06-30,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,349.8461,35.73
2012-06-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,524.7691,35.73
2012-06-30,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,699.6921,35.73
2012-06-30,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,629.7229,35.73
2012-06-30,JPM,"RAYMOND, LEE R",Director,Common Stock,A,629.7229,35.73
2012-06-30,JPM,"JACKSON, LABAN",Director,Common Stock,A,1049.5382,35.73
2012-06-30,JPM,"CROWN, JAMES S",Director,Common Stock,A,909.5998,35.73
2012-06-30,JPM,"COTE, DAVID M",Director,Common Stock,A,524.7691,35.73
2012-05-02,JPM,"BELL, JAMES A",Director,Common Stock,A,135.0,0.0
2012-05-02,JPM,"BELL, JAMES A",Director,Common Stock,D,135.0,0.0
2012-04-19,JPM,"BISIGNANO, FRANK",Chief Administrative Officer;,Common Stock,D,2871.0,0.0
2012-04-17,JPM,"BISIGNANO, FRANK",Chief Administrative Officer;,Common Stock,D,15000.0,43.8253
2012-04-16,JPM,"STALEY, JAMES E",Managing Director,Common Stock,A,50000.0,21.87
2012-04-16,JPM,"DONNELLY, JOHN L",Director Human Resources,Stock Appreciation Rights,D,66666.0,0.0
2012-04-16,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,A,66666.0,31.055
2012-04-16,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,D,56487.0,43.32
2012-04-16,JPM,"STALEY, JAMES E",Managing Director,Stock Option (Right to Buy),D,50000.0,0.0
2012-04-16,JPM,"MACLIN, SAMUEL TODD",Executive Vice President,Common Stock,D,49000.0,43.0555
2012-04-16,JPM,"STALEY, JAMES E",Managing Director,Common Stock,D,37702.0,43.32
2012-03-31,JPM,"JACKSON, LABAN",Director,Common Stock,A,869.9435,45.98
2012-03-31,JPM,"CROWN, JAMES S",Director,Common Stock,A,815.572,45.98
2012-03-31,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,543.7147,45.98
2012-03-31,JPM,"COTE, DAVID M",Director,Common Stock,A,407.786,45.98
2012-03-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,407.786,45.98
2012-03-31,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,407.786,45.98
2012-03-31,JPM,"RAYMOND, LEE R",Director,Common Stock,A,489.3432,45.98
2012-03-31,JPM,"NOVAK, DAVID C",Director,Common Stock,A,489.3432,45.98
2012-03-02,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,409167.0,40.555
2012-03-02,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,462000.0,31.22
2012-03-02,JPM,"DIMON, JAMES","Director, Chairman & CEO",Stock Option (Right to Buy),D,462000.0,0.0
2012-02-17,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,651.0,0.0
2012-02-15,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,5285.0,0.0
2012-02-15,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,4624.0,0.0
2012-02-13,JPM,"NOVAK, DAVID C",Director,Common Stock,A,2640.0,31.22
2012-02-13,JPM,"NOVAK, DAVID C",Director,Common Stock,D,2166.0,38.0585
2012-02-13,JPM,"NOVAK, DAVID C",Director,Stock Option (Right to Buy),D,2640.0,0.0
2012-02-03,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Common Stock,D,654.0,0.0
2012-01-27,JPM,"JACKSON, LABAN",Director,Common Stock,D,2313.0,37.405
2012-01-27,JPM,"JACKSON, LABAN",Director,Common Stock,A,2640.0,31.22
2012-01-27,JPM,"JACKSON, LABAN",Director,Stock Option (Right to Buy),D,2640.0,0.0
2012-01-25,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,D,40797.0,37.5
2012-01-25,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,D,37061.0,37.47
2012-01-25,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,A,50000.0,19.49
2012-01-25,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Stock Appreciation Rights,D,50000.0,0.0
2012-01-23,JPM,"CUTLER, STEPHEN M",General Counsel,Common Stock,D,12500.0,37.42
2012-01-20,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Common Stock,D,10000.0,37.0946
2012-01-19,JPM,"CROWN, JAMES S",Director,Stock Option (Right to Buy),D,2640.0,0.0
2012-01-19,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,D,40000.0,37.0004
2012-01-19,JPM,"CROWN, JAMES S",Director,Common Stock,A,2640.0,31.22
2012-01-18,JPM,"DONNELLY, JOHN L",Director Human Resources,Restricted Stock Units,A,45640.0,0.0
2012-01-18,JPM,"ZUBROW, BARRY L",Executive Vice President,Restricted Stock Units,A,113749.0,0.0
2012-01-18,JPM,"PETNO, DOUGLAS B",Managing Director,Restricted Stock Units,A,85943.0,0.0
2012-01-18,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Restricted Stock Units,A,122174.0,0.0
2012-01-18,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Stock Appreciation Rights,A,224972.0,0.0
2012-01-18,JPM,"MACLIN, SAMUEL TODD",Executive Vice President,Restricted Stock Units,A,122174.0,0.0
2012-01-18,JPM,"MACLIN, SAMUEL TODD",Executive Vice President,Stock Appreciation Rights,A,112486.0,0.0
2012-01-18,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Restricted Stock Units,A,95212.0,0.0
2012-01-18,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Stock Appreciation Rights,A,39371.0,0.0
2012-01-18,JPM,"ERDOES, MARY E.",Managing Director,Restricted Stock Units,A,198006.0,0.0
2012-01-18,JPM,"ERDOES, MARY E.",Managing Director,Stock Appreciation Rights,A,224972.0,0.0
2012-01-18,JPM,"DREW, INA R",Chief Investment Officer,Restricted Stock Units,A,198006.0,0.0
2012-01-18,JPM,"DREW, INA R",Chief Investment Officer,Stock Appreciation Rights,A,168729.0,0.0
2012-01-18,JPM,"SMITH, GORDON",Executive Vice President,Restricted Stock Units,A,113749.0,0.0
2012-01-18,JPM,"SMITH, GORDON",Executive Vice President,Stock Appreciation Rights,A,224972.0,0.0
2012-01-18,JPM,"CROWN, JAMES S",Director,Common Stock,A,4774.6103,35.605
2012-01-18,JPM,"PETNO, DOUGLAS B",Managing Director,Stock Appreciation Rights,A,73116.0,0.0
2012-01-18,JPM,"NOVAK, DAVID C",Director,Common Stock,A,4774.6103,35.605
2012-01-18,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,4774.6103,35.605
2012-01-18,JPM,"RAYMOND, LEE R",Director,Common Stock,A,4774.6103,35.605
2012-01-18,JPM,"JACKSON, LABAN",Director,Common Stock,A,4774.6103,35.605
2012-01-18,JPM,"GRAY, III WILLIAM H",Director,Common Stock,A,4774.6103,35.605
2012-01-18,JPM,"FUTTER, ELLEN V",Director,Common Stock,A,4774.6103,35.605
2012-01-18,JPM,"COTE, DAVID M",Director,Common Stock,A,4774.6103,35.605
2012-01-18,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,4774.6103,35.605
2012-01-18,JPM,"BELL, JAMES A",Director,Common Stock,A,4774.6103,35.605
2012-01-18,JPM,"DIMON, JAMES","Director, Chairman & CEO",Restricted Stock Units,A,337032.0,0.0
2012-01-18,JPM,"DIMON, JAMES","Director, Chairman & CEO",Stock Appreciation Rights,A,562430.0,0.0
2012-01-18,JPM,"STALEY, JAMES E",Managing Director,Stock Appreciation Rights,A,224972.0,0.0
2012-01-18,JPM,"STALEY, JAMES E",Managing Director,Restricted Stock Units,A,223284.0,0.0
2012-01-18,JPM,"ZUBROW, BARRY L",Executive Vice President,Stock Appreciation Rights,A,112486.0,0.0
2012-01-18,JPM,"BRAUNSTEIN, DOUGLAS L",Chief Financial Officer,Restricted Stock Units,A,122174.0,0.0
2012-01-18,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Restricted Stock Units,A,139026.0,0.0
2012-01-18,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Stock Appreciation Rights,A,281215.0,0.0
2012-01-18,JPM,"WARREN, SHANNON S",Corporate Controller,Restricted Stock Units,A,11256.0,0.0
2012-01-18,JPM,"WARREN, SHANNON S",Corporate Controller,Stock Appreciation Rights,A,62430.0,0.0
2012-01-18,JPM,"BRAUNSTEIN, DOUGLAS L",Chief Financial Officer,Stock Appreciation Rights,A,168729.0,0.0
2012-01-18,JPM,"CUTLER, STEPHEN M",General Counsel,Stock Appreciation Rights,A,112486.0,0.0
2012-01-18,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,4774.6103,35.605
2012-01-18,JPM,"CUTLER, STEPHEN M",General Counsel,Restricted Stock Units,A,130600.0,0.0
2012-01-18,JPM,"DONNELLY, JOHN L",Director Human Resources,Stock Appreciation Rights,A,84365.0,0.0
2012-01-17,JPM,"STALEY, JAMES E",Managing Director,Common Stock,D,55000.0,35.2144
2012-01-13,JPM,"ZUBROW, BARRY L",Executive Vice President,Common Stock,A,44907.0,0.0
2012-01-13,JPM,"ZUBROW, BARRY L",Executive Vice President,Common Stock,A,34726.0,0.0
2012-01-13,JPM,"ZUBROW, BARRY L",Executive Vice President,Common Stock,D,34190.0,35.525
2012-01-13,JPM,"ZUBROW, BARRY L",Executive Vice President,Restricted Stock Units,D,34726.0,0.0
2012-01-13,JPM,"ZUBROW, BARRY L",Executive Vice President,Restricted Stock Units,D,44907.0,0.0
2012-01-13,JPM,"MACLIN, SAMUEL TODD",Executive Vice President,Common Stock,A,51322.0,0.0
2012-01-13,JPM,"MACLIN, SAMUEL TODD",Executive Vice President,Common Stock,A,40514.0,0.0
2012-01-13,JPM,"MACLIN, SAMUEL TODD",Executive Vice President,Common Stock,D,34768.0,35.525
2012-01-13,JPM,"MACLIN, SAMUEL TODD",Executive Vice President,Restricted Stock Units,D,40514.0,0.0
2012-01-13,JPM,"MACLIN, SAMUEL TODD",Executive Vice President,Restricted Stock Units,D,51322.0,0.0
2012-01-13,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Restricted Stock Units,D,51322.0,0.0
2012-01-13,JPM,"ERDOES, MARY E.",Managing Director,Right to Receive Stock,D,57560.0,0.0
2012-01-13,JPM,"DREW, INA R",Chief Investment Officer,Restricted Stock Units,D,109966.0,0.0
2012-01-13,JPM,"DREW, INA R",Chief Investment Officer,Restricted Stock Units,D,51322.0,0.0
2012-01-13,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,A,46190.0,0.0
2012-01-13,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,A,43061.0,0.0
2012-01-13,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Common Stock,D,38398.0,35.525
2012-01-13,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Restricted Stock Units,D,46190.0,0.0
2012-01-13,JPM,"HOGAN, JOHN JAMES",Chief Risk Officer,Restricted Stock Units,D,43061.0,0.0
2012-01-13,JPM,"PETNO, DOUGLAS B",Managing Director,Common Stock,A,44137.0,0.0
2012-01-13,JPM,"PETNO, DOUGLAS B",Managing Director,Common Stock,A,41151.0,0.0
2012-01-13,JPM,"PETNO, DOUGLAS B",Managing Director,Common Stock,D,36572.0,35.525
2012-01-13,JPM,"PETNO, DOUGLAS B",Managing Director,Restricted Stock Units,D,44137.0,0.0
2012-01-13,JPM,"PETNO, DOUGLAS B",Managing Director,Restricted Stock Units,D,41151.0,0.0
2012-01-13,JPM,"CUTLER, STEPHEN M",General Counsel,Common Stock,A,44907.0,0.0
2012-01-13,JPM,"CUTLER, STEPHEN M",General Counsel,Common Stock,A,40514.0,0.0
2012-01-13,JPM,"CUTLER, STEPHEN M",General Counsel,Common Stock,D,36633.0,35.525
2012-01-13,JPM,"CUTLER, STEPHEN M",General Counsel,Restricted Stock Units,D,40514.0,0.0
2012-01-13,JPM,"CUTLER, STEPHEN M",General Counsel,Restricted Stock Units,D,44907.0,0.0
2012-01-13,JPM,"WARREN, SHANNON S",Corporate Controller,Common Stock,D,4594.0,35.525
2012-01-13,JPM,"BRAUNSTEIN, DOUGLAS L",Chief Financial Officer,Common Stock,D,92149.0,35.525
2012-01-13,JPM,"DIMON, JAMES","Director, Chairman & CEO",Right to Receive Stock,D,97852.0,0.0
2012-01-13,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,46481.0,35.525
2012-01-13,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,97852.0,0.0
2012-01-13,JPM,"SMITH, GORDON",Executive Vice President,Restricted Stock Units,D,51322.0,0.0
2012-01-13,JPM,"SMITH, GORDON",Executive Vice President,Restricted Stock Units,D,34536.0,0.0
2012-01-13,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,D,37075.0,35.525
2012-01-13,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,A,34536.0,0.0
2012-01-13,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,A,51322.0,0.0
2012-01-13,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Right to Receive Stock,D,40292.0,0.0
2012-01-13,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Restricted Stock Units,D,51322.0,0.0
2012-01-13,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Common Stock,D,39743.0,35.525
2012-01-13,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Common Stock,A,40292.0,0.0
2012-01-13,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Common Stock,A,51322.0,0.0
2012-01-13,JPM,"DREW, INA R",Chief Investment Officer,Common Stock,D,72036.0,35.525
2012-01-13,JPM,"DREW, INA R",Chief Investment Officer,Common Stock,A,51322.0,0.0
2012-01-13,JPM,"DREW, INA R",Chief Investment Officer,Common Stock,A,109966.0,0.0
2012-01-13,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Restricted Stock Units,D,40292.0,0.0
2012-01-13,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Common Stock,D,39487.0,35.525
2012-01-13,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Common Stock,A,40292.0,0.0
2012-01-13,JPM,"CAVANAGH, MICHAEL J",Executive Vice President,Common Stock,A,51322.0,0.0
2012-01-13,JPM,"DONNELLY, JOHN L",Director Human Resources,Restricted Stock Units,D,21415.0,0.0
2012-01-13,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,D,18025.0,35.525
2012-01-13,JPM,"DONNELLY, JOHN L",Director Human Resources,Common Stock,A,21415.0,0.0
2012-01-13,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,67565.0,35.525
2012-01-13,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,A,57560.0,0.0
2012-01-13,JPM,"STALEY, JAMES E",Managing Director,Restricted Stock Units,D,57737.0,0.0
2012-01-13,JPM,"STALEY, JAMES E",Managing Director,Restricted Stock Units,D,63665.0,0.0
2012-01-13,JPM,"STALEY, JAMES E",Managing Director,Common Stock,A,63665.0,0.0
2012-01-13,JPM,"STALEY, JAMES E",Managing Director,Common Stock,A,57737.0,0.0
2012-01-13,JPM,"STALEY, JAMES E",Managing Director,Common Stock,D,58369.0,35.525
2011-12-31,JPM,"CROWN, JAMES S",Director,Common Stock,A,977.4436,33.25
2011-12-31,JPM,"NOVAK, DAVID C",Director,Common Stock,A,676.6917,33.25
2011-12-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,563.9098,33.25
2011-12-31,JPM,"COTE, DAVID M",Director,Common Stock,A,563.9098,33.25
2011-12-31,JPM,"JACKSON, LABAN",Director,Common Stock,A,1052.6316,33.25
2011-12-31,JPM,"RAYMOND, LEE R",Director,Common Stock,A,676.6917,33.25
2011-12-31,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,563.9098,33.25
2011-12-31,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,751.8797,33.25
2011-11-14,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,2260.0,0.0
2011-10-31,JPM,"RAYMOND, LEE R",Director,"Preferred Stock, Series J",D,80000.0,27.3717
2011-10-27,JPM,"MANDELBAUM, JAY",Executive Vice President,Common Stock,D,3770.0,0.0
2011-10-24,JPM,"MILLER, HEIDI",Executive Vice President,Common Stock,D,10000.0,0.0
2011-09-30,JPM,"NOVAK, DAVID C",Director,Common Stock,A,747.0119,30.12
2011-09-30,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,705.5113,30.12
2011-09-30,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,622.5099,30.12
2011-09-30,JPM,"RAYMOND, LEE R",Director,Common Stock,A,747.0119,30.12
2011-09-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,622.5099,30.12
2011-09-30,JPM,"COTE, DAVID M",Director,Common Stock,A,622.5099,30.12
2011-09-30,JPM,"CROWN, JAMES S",Director,Common Stock,A,1743.0278,30.12
2011-09-30,JPM,"JACKSON, LABAN",Director,Common Stock,A,1909.0305,30.12
2011-09-29,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,100.0,8.82
2011-09-29,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,100.0,8.79
2011-09-29,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,100.0,8.83
2011-09-29,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,99.0,8.83
2011-09-29,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,68.0,8.72
2011-09-29,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,29.0,8.75
2011-09-29,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,3.0,8.75
2011-09-29,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,100.0,8.76
2011-09-29,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,100.0,8.77
2011-09-29,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,300.0,8.82
2011-09-12,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,A,15000.0,10.4311
2011-09-12,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Class A Common Stock,D,15000.0,9.898
2011-08-11,JPM,"CROWN, JAMES S",Director,Common Stock,A,176609.0,35.0759
2011-08-10,JPM,"CROWN, JAMES S",Director,Common Stock,A,3500.0,34.5
2011-08-09,JPM,"JACKSON, LABAN",Director,Common Stock,A,1292.0,35.4
2011-08-08,JPM,"DREW, INA R",Chief Investment Officer,"Preferred Stock, Series I",A,492.0,992.5
2011-07-25,JPM,"SMITH, GORDON",Executive Vice President,Common Stock,D,22289.0,41.6
2011-07-22,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,25000.0,42.1767
2011-07-21,JPM,"MILLER, HEIDI",Executive Vice President,Stock Appreciation Rights,D,50000.0,0.0
2011-07-21,JPM,"MILLER, HEIDI",Executive Vice President,Common Stock,D,45436.0,41.89
2011-07-21,JPM,"MILLER, HEIDI",Executive Vice President,Common Stock,A,50000.0,34.78
2011-07-21,JPM,"MANDELBAUM, JAY",Executive Vice President,Common Stock,D,3248.0,0.0
2011-07-19,JPM,"MILLER, HEIDI",Executive Vice President,Common Stock,D,92866.0,40.1
2011-07-19,JPM,"MILLER, HEIDI",Executive Vice President,Stock Appreciation Rights,D,100000.0,0.0
2011-07-19,JPM,"MILLER, HEIDI",Executive Vice President,Common Stock,A,100000.0,34.78
2011-07-15,JPM,"CUTLER, STEPHEN M",General Counsel,Common Stock,D,10000.0,40.58
2011-07-15,JPM,"MACLIN, SAMUEL TODD",Executive Vice President,Common Stock,D,20000.0,39.7865
2011-06-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,457.9873,40.94
2011-06-30,JPM,"JACKSON, LABAN",Director,Common Stock,A,610.6497,40.94
2011-06-30,JPM,"RAYMOND, LEE R",Director,Common Stock,A,549.5848,40.94
2011-06-30,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,457.9873,40.94
2011-06-30,JPM,"COTE, DAVID M",Director,Common Stock,A,457.9873,40.94
2011-06-30,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,519.0522,40.94
2011-06-30,JPM,"NOVAK, DAVID C",Director,Common Stock,A,549.5848,40.94
2011-06-30,JPM,"GRAY, III WILLIAM H",Director,Common Stock,A,31.831,40.94
2011-06-30,JPM,"CROWN, JAMES S",Director,Common Stock,A,549.5848,40.94
2011-05-13,JPM,"ERDOES, MARY E.",Managing Director,Common Stock,D,1702.0,0.0
2011-05-13,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Common Stock,D,69.0,0.0
2011-05-11,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Common Stock,D,2147.0,0.0
2011-05-02,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Common Stock,D,5000.0,45.6
2011-04-29,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Common Stock,D,5000.0,45.653
2011-04-28,JPM,"MACLIN, SAMUEL TODD",Executive Vice President,Common Stock,D,10000.0,45.58
2011-04-25,JPM,"MANDELBAUM, JAY",Executive Vice President,Common Stock,D,10000.0,45.0
2011-04-21,JPM,"MILLER, HEIDI",Executive Vice President,Common Stock,D,13344.0,0.0
2011-04-20,JPM,"RAYMOND, LEE R",Director,"Preferred Stock, Series I",A,2000.0,1106.25
2011-03-31,JPM,"NOVAK, DAVID C",Director,Common Stock,A,488.0694,46.1
2011-03-31,JPM,"RAYMOND, LEE R",Director,Common Stock,A,488.0694,46.1
2011-03-31,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,406.7245,46.1
2011-03-31,JPM,"CROWN, JAMES S",Director,Common Stock,A,488.0694,46.1
2011-03-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,406.7245,46.1
2011-03-31,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,460.9545,46.1
2011-03-31,JPM,"COTE, DAVID M",Director,Common Stock,A,406.7245,46.1
2011-03-31,JPM,"JACKSON, LABAN",Director,Common Stock,A,542.2994,46.1
2011-02-16,JPM,"DIMON, JAMES","Director, Chairman & CEO",Restricted Stock Units,A,251415.0,0.0
2011-02-16,JPM,"DIMON, JAMES","Director, Chairman & CEO",Stock Appreciation Rights,A,367377.0,0.0
2011-01-28,JPM,"BISIGNANO, FRANK",Chief Administrative Officer,Common Stock,D,1773.0,0.0
2011-01-25,JPM,"SCHARF, CHARLES W",Executive Vice President,Stock Option (Right to Buy),D,140730.0,0.0
2011-01-25,JPM,"SCHARF, CHARLES W",Executive Vice President,Common Stock,D,136301.0,44.845
